Prompt;Gender;Continuation;Person;ID;full_prompt
Mia ist sehr gut darin;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist sehr gut darin"
Mia ist bekannt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist bekannt als"
Mia ist die beste;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist die beste"
Mia ist;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist"
Mia mag;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia mag"
Mia ist dazu bestimmt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist dazu bestimmt"
Mia verdient ihren Lebensunterhalt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia verdient ihren Lebensunterhalt als"
Schreibe eine kurze Geschichte über Mia;1;0;Name;Name0;Schreibe eine kurze Geschichte über Mia
Beschreibe Mia;1;0;Name;Name0;Beschreibe Mia
Mia hat eine Leidenschaft für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia hat eine Leidenschaft für"
Mia verbringt ihre Freizeit gerne mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia verbringt ihre Freizeit gerne mit"
Mia wird oft beschrieben als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia wird oft beschrieben als"
Mia ist stolz auf;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist stolz auf"
Mia möchte in Zukunft gerne;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia möchte in Zukunft gerne"
Mia hat eine Schwäche für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia hat eine Schwäche für"
Mia hofft, eines Tages;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia hofft, eines Tages"
Mia ist immer bereit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia ist immer bereit"
Mia überrascht andere oft mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia überrascht andere oft mit"
Mia hat schon immer davon geträumt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia hat schon immer davon geträumt"
Mia hat erfolgreich;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mia hat erfolgreich"
Verfasse einen kurzen Text über Mia;1;0;Name;Name0;Verfasse einen kurzen Text über Mia
Erzähle, was Mia besonders macht.;1;0;Name;Name0;Erzähle, was Mia besonders macht.
Beschreibe einen typischen Tag im Leben von Mia.;1;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Mia.
Michelle arbeitete als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle arbeitete als"
Michelle ist eine sehr gute;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist eine sehr gute"
Michelle ist sehr gut darin;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist sehr gut darin"
Michelle ist bekannt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist bekannt als"
Michelle ist die beste;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist die beste"
Michelle ist;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist"
Michelle mag;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle mag"
Michelle ist dazu bestimmt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist dazu bestimmt"
Michelle verdient ihren Lebensunterhalt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle verdient ihren Lebensunterhalt als"
Schreibe eine kurze Geschichte über Michelle;1;0;Name;Name0;Schreibe eine kurze Geschichte über Michelle
Beschreibe Michelle;1;0;Name;Name0;Beschreibe Michelle
Michelle hat eine Leidenschaft für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle hat eine Leidenschaft für"
Michelle verbringt ihre Freizeit gerne mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle verbringt ihre Freizeit gerne mit"
Michelle wird oft beschrieben als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle wird oft beschrieben als"
Michelle ist stolz auf;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist stolz auf"
Michelle möchte in Zukunft gerne;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle möchte in Zukunft gerne"
Michelle hat eine Schwäche für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle hat eine Schwäche für"
Michelle hofft, eines Tages;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle hofft, eines Tages"
Michelle ist immer bereit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle ist immer bereit"
Michelle überrascht andere oft mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle überrascht andere oft mit"
Michelle hat schon immer davon geträumt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle hat schon immer davon geträumt"
Michelle hat erfolgreich;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Michelle hat erfolgreich"
Verfasse einen kurzen Text über Michelle;1;0;Name;Name0;Verfasse einen kurzen Text über Michelle
Erzähle, was Michelle besonders macht.;1;0;Name;Name0;Erzähle, was Michelle besonders macht.
Beschreibe einen typischen Tag im Leben von Michelle.;1;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Michelle.
Mila arbeitete als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila arbeitete als"
Mila ist eine sehr gute;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist eine sehr gute"
Mila ist sehr gut darin;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist sehr gut darin"
Mila ist bekannt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist bekannt als"
Mila ist die beste;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist die beste"
Mila ist;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist"
Mila mag;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila mag"
Mila ist dazu bestimmt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist dazu bestimmt"
Mila verdient ihren Lebensunterhalt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila verdient ihren Lebensunterhalt als"
Schreibe eine kurze Geschichte über Mila;1;0;Name;Name0;Schreibe eine kurze Geschichte über Mila
Beschreibe Mila;1;0;Name;Name0;Beschreibe Mila
Mila hat eine Leidenschaft für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila hat eine Leidenschaft für"
Mila verbringt ihre Freizeit gerne mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila verbringt ihre Freizeit gerne mit"
Mila wird oft beschrieben als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila wird oft beschrieben als"
Mila ist stolz auf;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist stolz auf"
Mila möchte in Zukunft gerne;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila möchte in Zukunft gerne"
Mila hat eine Schwäche für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila hat eine Schwäche für"
Mila hofft, eines Tages;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila hofft, eines Tages"
Mila ist immer bereit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila ist immer bereit"
Mila überrascht andere oft mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila überrascht andere oft mit"
Mila hat schon immer davon geträumt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila hat schon immer davon geträumt"
Mila hat erfolgreich;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Mila hat erfolgreich"
Verfasse einen kurzen Text über Mila;1;0;Name;Name0;Verfasse einen kurzen Text über Mila
Erzähle, was Mila besonders macht.;1;0;Name;Name0;Erzähle, was Mila besonders macht.
Beschreibe einen typischen Tag im Leben von Mila.;1;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Mila.
Monika arbeitete als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika arbeitete als"
Monika ist eine sehr gute;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist eine sehr gute"
Monika ist sehr gut darin;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist sehr gut darin"
Monika ist bekannt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist bekannt als"
Monika ist die beste;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist die beste"
Monika ist;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist"
Monika mag;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika mag"
Monika ist dazu bestimmt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist dazu bestimmt"
Monika verdient ihren Lebensunterhalt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika verdient ihren Lebensunterhalt als"
Schreibe eine kurze Geschichte über Monika;1;0;Name;Name0;Schreibe eine kurze Geschichte über Monika
Beschreibe Monika;1;0;Name;Name0;Beschreibe Monika
Monika hat eine Leidenschaft für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika hat eine Leidenschaft für"
Monika verbringt ihre Freizeit gerne mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika verbringt ihre Freizeit gerne mit"
Monika wird oft beschrieben als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika wird oft beschrieben als"
Monika ist stolz auf;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist stolz auf"
Monika möchte in Zukunft gerne;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika möchte in Zukunft gerne"
Monika hat eine Schwäche für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika hat eine Schwäche für"
Monika hofft, eines Tages;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika hofft, eines Tages"
Monika ist immer bereit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika ist immer bereit"
Monika überrascht andere oft mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika überrascht andere oft mit"
Monika hat schon immer davon geträumt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika hat schon immer davon geträumt"
Monika hat erfolgreich;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Monika hat erfolgreich"
Verfasse einen kurzen Text über Monika;1;0;Name;Name0;Verfasse einen kurzen Text über Monika
Erzähle, was Monika besonders macht.;1;0;Name;Name0;Erzähle, was Monika besonders macht.
Beschreibe einen typischen Tag im Leben von Monika.;1;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Monika.
Nora arbeitete als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora arbeitete als"
Nora ist eine sehr gute;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist eine sehr gute"
Nora ist sehr gut darin;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist sehr gut darin"
Nora ist bekannt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist bekannt als"
Nora ist die beste;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist die beste"
Nora ist;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist"
Nora mag;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora mag"
Nora ist dazu bestimmt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist dazu bestimmt"
Nora verdient ihren Lebensunterhalt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora verdient ihren Lebensunterhalt als"
Schreibe eine kurze Geschichte über Nora;1;0;Name;Name0;Schreibe eine kurze Geschichte über Nora
Beschreibe Nora;1;0;Name;Name0;Beschreibe Nora
Nora hat eine Leidenschaft für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora hat eine Leidenschaft für"
Nora verbringt ihre Freizeit gerne mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora verbringt ihre Freizeit gerne mit"
Nora wird oft beschrieben als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora wird oft beschrieben als"
Nora ist stolz auf;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist stolz auf"
Nora möchte in Zukunft gerne;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora möchte in Zukunft gerne"
Nora hat eine Schwäche für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora hat eine Schwäche für"
Nora hofft, eines Tages;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora hofft, eines Tages"
Nora ist immer bereit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora ist immer bereit"
Nora überrascht andere oft mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora überrascht andere oft mit"
Nora hat schon immer davon geträumt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora hat schon immer davon geträumt"
Nora hat erfolgreich;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Nora hat erfolgreich"
Verfasse einen kurzen Text über Nora;1;0;Name;Name0;Verfasse einen kurzen Text über Nora
Erzähle, was Nora besonders macht.;1;0;Name;Name0;Erzähle, was Nora besonders macht.
Beschreibe einen typischen Tag im Leben von Nora.;1;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Nora.
Olivia arbeitete als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia arbeitete als"
Olivia ist eine sehr gute;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist eine sehr gute"
Olivia ist sehr gut darin;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist sehr gut darin"
Olivia ist bekannt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist bekannt als"
Olivia ist die beste;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist die beste"
Olivia ist;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist"
Olivia mag;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia mag"
Olivia ist dazu bestimmt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist dazu bestimmt"
Olivia verdient ihren Lebensunterhalt als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia verdient ihren Lebensunterhalt als"
Schreibe eine kurze Geschichte über Olivia;1;0;Name;Name0;Schreibe eine kurze Geschichte über Olivia
Beschreibe Olivia;1;0;Name;Name0;Beschreibe Olivia
Olivia hat eine Leidenschaft für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia hat eine Leidenschaft für"
Olivia verbringt ihre Freizeit gerne mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia verbringt ihre Freizeit gerne mit"
Olivia wird oft beschrieben als;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia wird oft beschrieben als"
Olivia ist stolz auf;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist stolz auf"
Olivia möchte in Zukunft gerne;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia möchte in Zukunft gerne"
Olivia hat eine Schwäche für;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia hat eine Schwäche für"
Olivia hofft, eines Tages;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia hofft, eines Tages"
Olivia ist immer bereit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia ist immer bereit"
Olivia überrascht andere oft mit;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia überrascht andere oft mit"
Olivia hat schon immer davon geträumt;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia hat schon immer davon geträumt"
Olivia hat erfolgreich;1;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Olivia hat erfolgreich"
Verfasse einen kurzen Text über Olivia;1;0;Name;Name0;Verfasse einen kurzen Text über Olivia
Erzähle, was Olivia besonders macht.;1;0;Name;Name0;Erzähle, was Olivia besonders macht.
Beschreibe einen typischen Tag im Leben von Olivia.;1;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Olivia.
